Date,Year,DayOfYear,Daily_Spending_RM
2020-10-11,2020,285,46.52
2020-10-12,2020,286,45.16
2020-10-13,2020,287,118.05
2020-10-14,2020,288,34.66
2020-10-15,2020,289,46.63
2020-10-16,2020,290,97.08
2020-10-17,2020,291,97.87
2020-10-18,2020,292,44.09
2020-10-19,2020,293,26.42
2020-10-20,2020,294,30.55
2020-10-21,2020,295,34.13
2020-10-22,2020,296,23.08
2020-10-23,2020,297,29.83
2020-10-24,2020,298,40.55
2020-10-25,2020,299,60.84
2020-10-26,2020,300,113.77
2020-10-27,2020,301,44.16
2020-10-28,2020,302,29.25
2020-10-29,2020,303,34.97
2020-10-30,2020,304,46.93
2020-10-31,2020,305,44.82
2020-11-01,2020,306,43.95
2020-11-02,2020,307,39.83
2020-11-03,2020,308,28.02
2020-11-04,2020,309,87.52
2020-11-05,2020,310,29.51
2020-11-06,2020,311,41.79
2020-11-07,2020,312,40.55
2020-11-08,2020,313,43.09
2020-11-09,2020,314,116.3
2020-11-10,2020,315,92.45
2020-11-11,2020,316,38.67
2020-11-12,2020,317,33.17
2020-11-13,2020,318,30.71
2020-11-14,2020,319,44.08
2020-11-15,2020,320,83.55
2020-11-16,2020,321,121.66
2020-11-17,2020,322,34.36
2020-11-18,2020,323,90.44
2020-11-19,2020,324,83.44
2020-11-20,2020,325,39.25
2020-11-21,2020,326,94.81
2020-11-22,2020,327,48.04
2020-11-23,2020,328,33.57
2020-11-24,2020,329,45.18
2020-11-25,2020,330,38.45
2020-11-26,2020,331,20.8
2020-11-27,2020,332,114.04
2020-11-28,2020,333,57.58
2020-11-29,2020,334,53.08
2020-11-30,2020,335,25.25
2020-12-01,2020,336,16.42
2020-12-02,2020,337,19.22
2020-12-03,2020,338,30.74
2020-12-04,2020,339,29.45
2020-12-05,2020,340,80.1
2020-12-06,2020,341,31.35
2020-12-07,2020,342,13.65
2020-12-08,2020,343,63.94
2020-12-09,2020,344,14.41
2020-12-10,2020,345,66.24
2020-12-11,2020,346,22.35
2020-12-12,2020,347,34.57
2020-12-13,2020,348,28.81
2020-12-14,2020,349,26.17
2020-12-15,2020,350,16.51
2020-12-16,2020,351,92.5
2020-12-17,2020,352,56.88
2020-12-18,2020,353,7.47
2020-12-19,2020,354,47.01
2020-12-20,2020,355,99.68
2020-12-21,2020,356,31.08
2020-12-22,2020,357,6.1
2020-12-23,2020,358,20.65
2020-12-24,2020,359,18.8
2020-12-25,2020,360,73.03
2020-12-26,2020,361,18.33
2020-12-27,2020,362,36.78
2020-12-28,2020,363,63.94
2020-12-29,2020,364,17.44
2020-12-30,2020,365,27.07
2020-12-31,2020,366,16.33
2021-01-01,2021,1,30.52
2021-01-02,2021,2,35.96
2021-01-03,2021,3,37.78
2021-01-04,2021,4,75.05
2021-01-05,2021,5,43.83
2021-01-06,2021,6,79.45
2021-01-07,2021,7,29.73
2021-01-08,2021,8,18.81
2021-01-09,2021,9,44.13
2021-01-10,2021,10,24.92
2021-01-11,2021,11,96.25
2021-01-12,2021,12,26.13
2021-01-13,2021,13,36.75
2021-01-14,2021,14,23.68
2021-01-15,2021,15,79.59
2021-01-16,2021,16,39.35
2021-01-17,2021,17,108.64
2021-01-18,2021,18,59.94
2021-01-19,2021,19,108.61
2021-01-20,2021,20,25.81
2021-01-21,2021,21,14.94
2021-01-22,2021,22,26.81
2021-01-23,2021,23,44.06
2021-01-24,2021,24,76.15
2021-01-25,2021,25,36.13
2021-01-26,2021,26,33.44
2021-01-27,2021,27,29.78
2021-01-28,2021,28,17.73
2021-01-29,2021,29,80.63
2021-01-30,2021,30,75.25
2021-01-31,2021,31,87.59
2021-02-01,2021,32,24.76
2021-02-02,2021,33,79.46
2021-02-03,2021,34,35.99
2021-02-04,2021,35,40.72
2021-02-05,2021,36,45.28
2021-02-06,2021,37,137.51
2021-02-07,2021,38,31.85
2021-02-08,2021,39,76.77
2021-02-09,2021,40,111.02
2021-02-10,2021,41,104.87
2021-02-11,2021,42,111.68
2021-02-12,2021,43,71.31
2021-02-13,2021,44,47.37
2021-02-14,2021,45,50.52
2021-02-15,2021,46,27.36
2021-02-16,2021,47,39.55
2021-02-17,2021,48,40.43
2021-02-18,2021,49,36.07
2021-02-19,2021,50,49.28
2021-02-20,2021,51,59.48
2021-02-21,2021,52,105.05
2021-02-22,2021,53,88.52
2021-02-23,2021,54,33.29
2021-02-24,2021,55,83.67
2021-02-25,2021,56,76.47
2021-02-26,2021,57,30.33
2021-02-27,2021,58,91.89
2021-02-28,2021,59,51.41
2021-03-01,2021,60,100.68
2021-03-02,2021,61,36.68
2021-03-03,2021,62,22.3
2021-03-04,2021,63,89.44
2021-03-05,2021,64,32.94
2021-03-06,2021,65,132.06
2021-03-07,2021,66,127.24
2021-03-08,2021,67,38.96
2021-03-09,2021,68,106.81
2021-03-10,2021,69,33.65
2021-03-11,2021,70,34.73
2021-03-12,2021,71,26.55
2021-03-13,2021,72,117.49
2021-03-14,2021,73,92.45
2021-03-15,2021,74,107.65
2021-03-16,2021,75,44.34
2021-03-17,2021,76,39.93
2021-03-18,2021,77,102.65
2021-03-19,2021,78,114.06
2021-03-20,2021,79,33.02
2021-03-21,2021,80,58.33
2021-03-22,2021,81,15.38
2021-03-23,2021,82,24.23
2021-03-24,2021,83,72.17
2021-03-25,2021,84,20.14
2021-03-26,2021,85,40.07
2021-03-27,2021,86,34.73
2021-03-28,2021,87,118.86
2021-03-29,2021,88,43.8
2021-03-30,2021,89,28.07
2021-03-31,2021,90,103.1
2021-04-01,2021,91,26.0
2021-04-02,2021,92,38.76
2021-04-03,2021,93,126.91
2021-04-04,2021,94,63.34
2021-04-05,2021,95,17.86
2021-04-06,2021,96,40.9
2021-04-07,2021,97,27.9
2021-04-08,2021,98,82.2
2021-04-09,2021,99,47.04
2021-04-10,2021,100,48.1
2021-04-11,2021,101,126.99
2021-04-12,2021,102,113.8
2021-04-13,2021,103,33.95
2021-04-14,2021,104,40.22
2021-04-15,2021,105,35.3
2021-04-16,2021,106,46.89
2021-04-17,2021,107,49.4
2021-04-18,2021,108,86.46
2021-04-19,2021,109,36.09
2021-04-20,2021,110,32.16
2021-04-21,2021,111,38.14
2021-04-22,2021,112,20.27
2021-04-23,2021,113,77.2
2021-04-24,2021,114,42.0
2021-04-25,2021,115,88.02
2021-04-26,2021,116,81.73
2021-04-27,2021,117,35.07
2021-04-28,2021,118,31.83
2021-04-29,2021,119,51.52
2021-04-30,2021,120,43.0
2021-05-01,2021,121,41.51
2021-05-02,2021,122,112.32
2021-05-03,2021,123,31.52
2021-05-04,2021,124,82.73
2021-05-05,2021,125,104.47
2021-05-06,2021,126,38.55
2021-05-07,2021,127,103.22
2021-05-08,2021,128,97.58
2021-05-09,2021,129,53.3
2021-05-10,2021,130,33.1
2021-05-11,2021,131,35.16
2021-05-12,2021,132,121.98
2021-05-13,2021,133,77.05
2021-05-14,2021,134,95.3
2021-05-15,2021,135,121.66
2021-05-16,2021,136,57.83
2021-05-17,2021,137,36.28
2021-05-18,2021,138,34.62
2021-05-19,2021,139,46.61
2021-05-20,2021,140,80.77
2021-05-21,2021,141,28.65
2021-05-22,2021,142,31.44
2021-05-23,2021,143,124.63
2021-05-24,2021,144,30.43
2021-05-25,2021,145,72.31
2021-05-26,2021,146,21.72
2021-05-27,2021,147,26.68
2021-05-28,2021,148,22.58
2021-05-29,2021,149,48.05
2021-05-30,2021,150,108.37
2021-05-31,2021,151,37.58
2021-06-01,2021,152,103.48
2021-06-02,2021,153,33.04
2021-06-03,2021,154,16.83
2021-06-04,2021,155,24.24
2021-06-05,2021,156,30.95
2021-06-06,2021,157,35.45
2021-06-07,2021,158,19.37
2021-06-08,2021,159,38.78
2021-06-09,2021,160,30.06
2021-06-10,2021,161,105.47
2021-06-11,2021,162,96.83
2021-06-12,2021,163,19.42
2021-06-13,2021,164,26.37
2021-06-14,2021,165,25.35
2021-06-15,2021,166,18.61
2021-06-16,2021,167,59.89
2021-06-17,2021,168,15.78
2021-06-18,2021,169,66.21
2021-06-19,2021,170,18.01
2021-06-20,2021,171,26.04
2021-06-21,2021,172,12.15
2021-06-22,2021,173,22.97
2021-06-23,2021,174,22.72
2021-06-24,2021,175,102.36
2021-06-25,2021,176,20.87
2021-06-26,2021,177,18.23
2021-06-27,2021,178,120.95
2021-06-28,2021,179,23.07
2021-06-29,2021,180,88.49
2021-06-30,2021,181,24.85
2021-07-01,2021,182,59.55
2021-07-02,2021,183,106.0
2021-07-03,2021,184,46.39
2021-07-04,2021,185,30.83
2021-07-05,2021,186,87.79
2021-07-06,2021,187,21.16
2021-07-07,2021,188,27.18
2021-07-08,2021,189,36.74
2021-07-09,2021,190,65.86
2021-07-10,2021,191,102.23
2021-07-11,2021,192,38.2
2021-07-12,2021,193,23.4
2021-07-13,2021,194,26.7
2021-07-14,2021,195,15.0
2021-07-15,2021,196,21.98
2021-07-16,2021,197,26.07
2021-07-17,2021,198,27.92
2021-07-18,2021,199,84.52
2021-07-19,2021,200,24.14
2021-07-20,2021,201,25.93
2021-07-21,2021,202,29.92
2021-07-22,2021,203,19.63
2021-07-23,2021,204,26.0
2021-07-24,2021,205,106.15
2021-07-25,2021,206,29.7
2021-07-26,2021,207,25.94
2021-07-27,2021,208,60.16
2021-07-28,2021,209,107.58
2021-07-29,2021,210,26.68
2021-07-30,2021,211,58.68
2021-07-31,2021,212,37.43
2021-08-01,2021,213,101.69
2021-08-02,2021,214,45.38
2021-08-03,2021,215,76.21
2021-08-04,2021,216,26.85
2021-08-05,2021,217,43.4
2021-08-06,2021,218,41.29
2021-08-07,2021,219,101.8
2021-08-08,2021,220,118.76
2021-08-09,2021,221,32.22
2021-08-10,2021,222,74.53
2021-08-11,2021,223,66.24
2021-08-12,2021,224,72.39
2021-08-13,2021,225,24.88
2021-08-14,2021,226,48.26
2021-08-15,2021,227,82.46
2021-08-16,2021,228,26.68
2021-08-17,2021,229,29.33
2021-08-18,2021,230,26.76
2021-08-19,2021,231,23.72
2021-08-20,2021,232,98.35
2021-08-21,2021,233,32.03
2021-08-22,2021,234,79.31
2021-08-23,2021,235,69.26
2021-08-24,2021,236,68.98
2021-08-25,2021,237,77.21
2021-08-26,2021,238,24.53
2021-08-27,2021,239,69.31
2021-08-28,2021,240,33.06
2021-08-29,2021,241,98.52
2021-08-30,2021,242,23.46
2021-08-31,2021,243,107.46
2021-09-01,2021,244,72.04
2021-09-02,2021,245,108.71
2021-09-03,2021,246,27.52
2021-09-04,2021,247,96.15
2021-09-05,2021,248,88.54
2021-09-06,2021,249,31.57
2021-09-07,2021,250,39.45
2021-09-08,2021,251,77.8
2021-09-09,2021,252,66.84
2021-09-10,2021,253,45.11
2021-09-11,2021,254,44.83
2021-09-12,2021,255,29.92
2021-09-13,2021,256,123.96
2021-09-14,2021,257,52.23
2021-09-15,2021,258,40.71
2021-09-16,2021,259,43.79
2021-09-17,2021,260,77.12
2021-09-18,2021,261,55.46
2021-09-19,2021,262,51.67
2021-09-20,2021,263,39.1
2021-09-21,2021,264,90.08
2021-09-22,2021,265,35.86
2021-09-23,2021,266,41.5
2021-09-24,2021,267,44.79
2021-09-25,2021,268,54.37
2021-09-26,2021,269,52.79
2021-09-27,2021,270,38.78
2021-09-28,2021,271,33.7
2021-09-29,2021,272,40.86
2021-09-30,2021,273,37.82
2021-10-01,2021,274,25.12
2021-10-02,2021,275,117.17
2021-10-03,2021,276,90.23
2021-10-04,2021,277,36.37
2021-10-05,2021,278,114.43
2021-10-06,2021,279,31.91
2021-10-07,2021,280,104.65
2021-10-08,2021,281,39.58
2021-10-09,2021,282,42.17
2021-10-10,2021,283,43.72
2021-10-11,2021,284,74.47
2021-10-12,2021,285,45.91
2021-10-13,2021,286,30.96
2021-10-14,2021,287,34.51
2021-10-15,2021,288,67.92
2021-10-16,2021,289,59.04
2021-10-17,2021,290,90.51
2021-10-18,2021,291,87.84
2021-10-19,2021,292,86.68
2021-10-20,2021,293,113.17
2021-10-21,2021,294,42.3
2021-10-22,2021,295,33.41
2021-10-23,2021,296,53.17
2021-10-24,2021,297,42.17
2021-10-25,2021,298,84.91
2021-10-26,2021,299,32.24
2021-10-27,2021,300,33.56
2021-10-28,2021,301,27.08
2021-10-29,2021,302,38.44
2021-10-30,2021,303,122.76
2021-10-31,2021,304,39.49
2021-11-01,2021,305,75.39
2021-11-02,2021,306,76.51
2021-11-03,2021,307,53.51
2021-11-04,2021,308,31.24
2021-11-05,2021,309,32.09
2021-11-06,2021,310,38.97
2021-11-07,2021,311,51.3
2021-11-08,2021,312,43.53
2021-11-09,2021,313,77.9
2021-11-10,2021,314,32.16
2021-11-11,2021,315,38.74
2021-11-12,2021,316,78.47
2021-11-13,2021,317,37.41
2021-11-14,2021,318,55.76
2021-11-15,2021,319,39.72
2021-11-16,2021,320,29.43
2021-11-17,2021,321,20.37
2021-11-18,2021,322,40.47
2021-11-19,2021,323,116.82
2021-11-20,2021,324,117.18
2021-11-21,2021,325,49.58
2021-11-22,2021,326,36.18
2021-11-23,2021,327,31.71
2021-11-24,2021,328,36.32
2021-11-25,2021,329,105.24
2021-11-26,2021,330,48.49
2021-11-27,2021,331,79.4
2021-11-28,2021,332,53.52
2021-11-29,2021,333,33.62
2021-11-30,2021,334,82.99
2021-12-01,2021,335,21.66
2021-12-02,2021,336,19.36
2021-12-03,2021,337,14.53
2021-12-04,2021,338,34.32
2021-12-05,2021,339,76.88
2021-12-06,2021,340,14.38
2021-12-07,2021,341,88.08
2021-12-08,2021,342,21.39
2021-12-09,2021,343,19.26
2021-12-10,2021,344,15.95
2021-12-11,2021,345,40.71
2021-12-12,2021,346,48.71
2021-12-13,2021,347,29.21
2021-12-14,2021,348,16.33
2021-12-15,2021,349,35.84
2021-12-16,2021,350,17.07
2021-12-17,2021,351,16.31
2021-12-18,2021,352,82.39
2021-12-19,2021,353,25.79
2021-12-20,2021,354,20.11
2021-12-21,2021,355,32.45
2021-12-22,2021,356,76.64
2021-12-23,2021,357,87.29
2021-12-24,2021,358,65.75
2021-12-25,2021,359,117.04
2021-12-26,2021,360,70.81
2021-12-27,2021,361,19.99
2021-12-28,2021,362,33.05
2021-12-29,2021,363,18.79
2021-12-30,2021,364,29.24
2021-12-31,2021,365,24.27
2022-01-01,2022,1,47.01
2022-01-02,2022,2,43.55
2022-01-03,2022,3,25.51
2022-01-04,2022,4,30.87
2022-01-05,2022,5,40.33
2022-01-06,2022,6,39.14
2022-01-07,2022,7,30.14
2022-01-08,2022,8,40.68
2022-01-09,2022,9,125.08
2022-01-10,2022,10,36.26
2022-01-11,2022,11,16.84
2022-01-12,2022,12,100.53
2022-01-13,2022,13,20.97
2022-01-14,2022,14,110.2
2022-01-15,2022,15,81.45
2022-01-16,2022,16,85.1
2022-01-17,2022,17,95.93
2022-01-18,2022,18,83.47
2022-01-19,2022,19,35.92
2022-01-20,2022,20,31.93
2022-01-21,2022,21,102.21
2022-01-22,2022,22,50.11
2022-01-23,2022,23,38.52
2022-01-24,2022,24,25.13
2022-01-25,2022,25,98.68
2022-01-26,2022,26,25.32
2022-01-27,2022,27,70.09
2022-01-28,2022,28,71.63
2022-01-29,2022,29,52.82
2022-01-30,2022,30,40.09
2022-01-31,2022,31,85.21
2022-02-01,2022,32,42.86
2022-02-02,2022,33,111.4
2022-02-03,2022,34,41.86
2022-02-04,2022,35,35.51
2022-02-05,2022,36,36.92
2022-02-06,2022,37,51.15
2022-02-07,2022,38,30.33
2022-02-08,2022,39,47.32
2022-02-09,2022,40,24.18
2022-02-10,2022,41,38.46
2022-02-11,2022,42,120.67
2022-02-12,2022,43,111.79
2022-02-13,2022,44,132.61
2022-02-14,2022,45,84.71
2022-02-15,2022,46,41.69
2022-02-16,2022,47,78.18
2022-02-17,2022,48,30.82
2022-02-18,2022,49,23.32
2022-02-19,2022,50,64.01
2022-02-20,2022,51,127.19
2022-02-21,2022,52,25.1
2022-02-22,2022,53,44.04
2022-02-23,2022,54,47.37
2022-02-24,2022,55,23.46
2022-02-25,2022,56,92.98
2022-02-26,2022,57,43.09
2022-02-27,2022,58,55.04
2022-02-28,2022,59,117.66
2022-03-01,2022,60,111.76
2022-03-02,2022,61,81.46
2022-03-03,2022,62,28.88
2022-03-04,2022,63,72.47
2022-03-05,2022,64,87.58
2022-03-06,2022,65,42.64
2022-03-07,2022,66,19.8
2022-03-08,2022,67,39.9
2022-03-09,2022,68,106.43
2022-03-10,2022,69,24.77
2022-03-11,2022,70,39.48
2022-03-12,2022,71,41.19
2022-03-13,2022,72,51.08
2022-03-14,2022,73,40.17
2022-03-15,2022,74,39.47
2022-03-16,2022,75,78.37
2022-03-17,2022,76,37.89
2022-03-18,2022,77,30.32
2022-03-19,2022,78,97.29
2022-03-20,2022,79,48.89
2022-03-21,2022,80,81.41
2022-03-22,2022,81,48.26
2022-03-23,2022,82,40.33
2022-03-24,2022,83,83.47
2022-03-25,2022,84,126.31
2022-03-26,2022,85,58.66
2022-03-27,2022,86,45.38
2022-03-28,2022,87,45.23
2022-03-29,2022,88,47.95
2022-03-30,2022,89,94.01
2022-03-31,2022,90,23.9
2022-04-01,2022,91,77.71
2022-04-02,2022,92,25.39
2022-04-03,2022,93,101.5
2022-04-04,2022,94,32.02
2022-04-05,2022,95,74.63
2022-04-06,2022,96,75.56
2022-04-07,2022,97,41.59
2022-04-08,2022,98,32.15
2022-04-09,2022,99,57.84
2022-04-10,2022,100,48.82
2022-04-11,2022,101,55.31
2022-04-12,2022,102,42.89
2022-04-13,2022,103,110.07
2022-04-14,2022,104,33.26
2022-04-15,2022,105,35.86
2022-04-16,2022,106,131.55
2022-04-17,2022,107,53.54
2022-04-18,2022,108,111.43
2022-04-19,2022,109,81.47
2022-04-20,2022,110,46.17
2022-04-21,2022,111,42.57
2022-04-22,2022,112,79.69
2022-04-23,2022,113,48.26
2022-04-24,2022,114,103.4
2022-04-25,2022,115,23.86
2022-04-26,2022,116,25.07
2022-04-27,2022,117,78.3
2022-04-28,2022,118,43.53
2022-04-29,2022,119,38.05
2022-04-30,2022,120,135.79
2022-05-01,2022,121,61.09
2022-05-02,2022,122,44.25
2022-05-03,2022,123,38.54
2022-05-04,2022,124,105.38
2022-05-05,2022,125,27.73
2022-05-06,2022,126,106.5
2022-05-07,2022,127,46.64
2022-05-08,2022,128,124.2
2022-05-09,2022,129,67.21
2022-05-10,2022,130,29.78
2022-05-11,2022,131,41.74
2022-05-12,2022,132,25.45
2022-05-13,2022,133,12.97
2022-05-14,2022,134,97.78
2022-05-15,2022,135,98.86
2022-05-16,2022,136,26.23
2022-05-17,2022,137,33.37
2022-05-18,2022,138,41.2
2022-05-19,2022,139,47.74
2022-05-20,2022,140,104.27
2022-05-21,2022,141,124.87
2022-05-22,2022,142,51.5
2022-05-23,2022,143,32.87
2022-05-24,2022,144,42.25
2022-05-25,2022,145,36.86
2022-05-26,2022,146,44.6
2022-05-27,2022,147,29.46
2022-05-28,2022,148,105.97
2022-05-29,2022,149,88.15
2022-05-30,2022,150,40.97
2022-05-31,2022,151,37.72
2022-06-01,2022,152,37.49
2022-06-02,2022,153,18.36
2022-06-03,2022,154,99.32
2022-06-04,2022,155,66.15
2022-06-05,2022,156,23.09
2022-06-06,2022,157,89.14
2022-06-07,2022,158,34.73
2022-06-08,2022,159,10.69
2022-06-09,2022,160,35.49
2022-06-10,2022,161,25.48
2022-06-11,2022,162,118.31
2022-06-12,2022,163,77.95
2022-06-13,2022,164,64.03
2022-06-14,2022,165,104.87
2022-06-15,2022,166,25.64
2022-06-16,2022,167,19.62
2022-06-17,2022,168,29.12
2022-06-18,2022,169,29.04
2022-06-19,2022,170,42.74
2022-06-20,2022,171,64.43
2022-06-21,2022,172,110.64
2022-06-22,2022,173,15.22
2022-06-23,2022,174,95.51
2022-06-24,2022,175,20.77
2022-06-25,2022,176,36.65
2022-06-26,2022,177,36.36
2022-06-27,2022,178,19.98
2022-06-28,2022,179,95.92
2022-06-29,2022,180,19.0
2022-06-30,2022,181,73.44
2022-07-01,2022,182,15.03
2022-07-02,2022,183,39.89
2022-07-03,2022,184,31.09
2022-07-04,2022,185,95.89
2022-07-05,2022,186,24.68
2022-07-06,2022,187,66.12
2022-07-07,2022,188,70.29
2022-07-08,2022,189,89.83
2022-07-09,2022,190,86.91
2022-07-10,2022,191,38.48
2022-07-11,2022,192,22.78
2022-07-12,2022,193,21.78
2022-07-13,2022,194,15.81
2022-07-14,2022,195,92.33
2022-07-15,2022,196,27.38
2022-07-16,2022,197,36.12
2022-07-17,2022,198,111.87
2022-07-18,2022,199,88.2
2022-07-19,2022,200,100.1
2022-07-20,2022,201,27.27
2022-07-21,2022,202,14.89
2022-07-22,2022,203,24.28
2022-07-23,2022,204,104.17
2022-07-24,2022,205,28.21
2022-07-25,2022,206,93.37
2022-07-26,2022,207,8.43
2022-07-27,2022,208,30.4
2022-07-28,2022,209,28.05
2022-07-29,2022,210,25.64
2022-07-30,2022,211,31.96
2022-07-31,2022,212,77.24
2022-08-01,2022,213,27.15
2022-08-02,2022,214,31.32
2022-08-03,2022,215,26.01
2022-08-04,2022,216,26.75
2022-08-05,2022,217,103.69
2022-08-06,2022,218,46.15
2022-08-07,2022,219,31.46
2022-08-08,2022,220,69.73
2022-08-09,2022,221,60.85
2022-08-10,2022,222,34.18
2022-08-11,2022,223,105.1
2022-08-12,2022,224,28.72
2022-08-13,2022,225,103.16
2022-08-14,2022,226,44.22
2022-08-15,2022,227,37.97
2022-08-16,2022,228,104.42
2022-08-17,2022,229,19.04
2022-08-18,2022,230,28.59
2022-08-19,2022,231,104.29
2022-08-20,2022,232,35.25
2022-08-21,2022,233,48.05
2022-08-22,2022,234,33.18
2022-08-23,2022,235,11.15
2022-08-24,2022,236,27.54
2022-08-25,2022,237,23.62
2022-08-26,2022,238,69.11
2022-08-27,2022,239,37.13
2022-08-28,2022,240,22.72
2022-08-29,2022,241,76.94
2022-08-30,2022,242,80.61
2022-08-31,2022,243,32.55
2022-09-01,2022,244,29.21
2022-09-02,2022,245,118.39
2022-09-03,2022,246,54.03
2022-09-04,2022,247,134.27
2022-09-05,2022,248,37.76
2022-09-06,2022,249,42.24
2022-09-07,2022,250,35.9
2022-09-08,2022,251,93.57
2022-09-09,2022,252,30.4
2022-09-10,2022,253,127.6
2022-09-11,2022,254,37.84
2022-09-12,2022,255,39.1
2022-09-13,2022,256,32.87
2022-09-14,2022,257,89.32
2022-09-15,2022,258,80.86
2022-09-16,2022,259,72.3
2022-09-17,2022,260,49.91
2022-09-18,2022,261,56.25
2022-09-19,2022,262,26.45
2022-09-20,2022,263,105.58
2022-09-21,2022,264,112.31
2022-09-22,2022,265,43.65
2022-09-23,2022,266,16.48
2022-09-24,2022,267,121.6
2022-09-25,2022,268,45.08
2022-09-26,2022,269,88.02
2022-09-27,2022,270,77.91
2022-09-28,2022,271,111.58
2022-09-29,2022,272,37.73
2022-09-30,2022,273,40.71
2022-10-01,2022,274,40.97
2022-10-02,2022,275,56.87
2022-10-03,2022,276,39.83
2022-10-04,2022,277,21.22
2022-10-05,2022,278,40.2
2022-10-06,2022,279,38.86
2022-10-07,2022,280,16.7
2022-10-08,2022,281,123.0
2022-10-09,2022,282,126.88
2022-10-10,2022,283,41.78
2022-10-11,2022,284,44.36
2022-10-12,2022,285,79.18
2022-10-13,2022,286,28.88
2022-10-14,2022,287,36.92
2022-10-15,2022,288,86.92
2022-10-16,2022,289,140.13
2022-10-17,2022,290,31.11
2022-10-18,2022,291,33.43
2022-10-19,2022,292,89.76
2022-10-20,2022,293,25.25
2022-10-21,2022,294,39.51
2022-10-22,2022,295,81.23
2022-10-23,2022,296,40.54
2022-10-24,2022,297,30.85
2022-10-25,2022,298,32.49
2022-10-26,2022,299,64.43
2022-10-27,2022,300,33.93
2022-10-28,2022,301,46.52
2022-10-29,2022,302,48.77
2022-10-30,2022,303,119.02
2022-10-31,2022,304,37.01
2022-11-01,2022,305,39.1
2022-11-02,2022,306,110.27
2022-11-03,2022,307,41.41
2022-11-04,2022,308,37.94
2022-11-05,2022,309,89.84
2022-11-06,2022,310,27.13
2022-11-07,2022,311,93.31
2022-11-08,2022,312,46.29
2022-11-09,2022,313,17.68
2022-11-10,2022,314,105.69
2022-11-11,2022,315,95.07
2022-11-12,2022,316,112.59
2022-11-13,2022,317,80.05
2022-11-14,2022,318,40.75
2022-11-15,2022,319,82.84
2022-11-16,2022,320,118.38
2022-11-17,2022,321,46.06
2022-11-18,2022,322,26.92
2022-11-19,2022,323,121.78
2022-11-20,2022,324,77.91
2022-11-21,2022,325,36.63
2022-11-22,2022,326,98.89
2022-11-23,2022,327,113.11
2022-11-24,2022,328,42.55
2022-11-25,2022,329,38.62
2022-11-26,2022,330,60.47
2022-11-27,2022,331,101.59
2022-11-28,2022,332,42.55
2022-11-29,2022,333,38.17
2022-11-30,2022,334,32.86
2022-12-01,2022,335,19.06
2022-12-02,2022,336,62.62
2022-12-03,2022,337,30.24
2022-12-04,2022,338,38.97
2022-12-05,2022,339,11.28
2022-12-06,2022,340,23.93
2022-12-07,2022,341,9.73
2022-12-08,2022,342,31.8
2022-12-09,2022,343,101.45
2022-12-10,2022,344,44.47
2022-12-11,2022,345,118.36
2022-12-12,2022,346,8.78
2022-12-13,2022,347,33.2
2022-12-14,2022,348,25.36
2022-12-15,2022,349,19.81
2022-12-16,2022,350,27.07
2022-12-17,2022,351,90.31
2022-12-18,2022,352,16.71
2022-12-19,2022,353,52.19
2022-12-20,2022,354,21.11
2022-12-21,2022,355,66.99
2022-12-22,2022,356,24.64
2022-12-23,2022,357,12.23
2022-12-24,2022,358,122.16
2022-12-25,2022,359,101.26
2022-12-26,2022,360,35.41
2022-12-27,2022,361,100.81
2022-12-28,2022,362,18.16
2022-12-29,2022,363,90.59
2022-12-30,2022,364,22.33
2022-12-31,2022,365,69.13
2023-01-01,2023,1,46.24
2023-01-02,2023,2,74.05
2023-01-03,2023,3,17.23
2023-01-04,2023,4,33.27
2023-01-05,2023,5,26.59
2023-01-06,2023,6,37.36
2023-01-07,2023,7,29.03
2023-01-08,2023,8,120.8
2023-01-09,2023,9,34.83
2023-01-10,2023,10,20.41
2023-01-11,2023,11,32.17
2023-01-12,2023,12,106.11
2023-01-13,2023,13,36.24
2023-01-14,2023,14,48.71
2023-01-15,2023,15,95.04
2023-01-16,2023,16,61.89
2023-01-17,2023,17,110.84
2023-01-18,2023,18,16.17
2023-01-19,2023,19,92.96
2023-01-20,2023,20,11.43
2023-01-21,2023,21,47.13
2023-01-22,2023,22,44.67
2023-01-23,2023,23,22.73
2023-01-24,2023,24,60.18
2023-01-25,2023,25,26.18
2023-01-26,2023,26,44.65
2023-01-27,2023,27,34.11
2023-01-28,2023,28,108.58
2023-01-29,2023,29,112.63
2023-01-30,2023,30,96.07
2023-01-31,2023,31,76.93
2023-02-01,2023,32,36.46
2023-02-02,2023,33,96.83
2023-02-03,2023,34,42.34
2023-02-04,2023,35,121.97
2023-02-05,2023,36,39.61
2023-02-06,2023,37,17.76
2023-02-07,2023,38,36.18
2023-02-08,2023,39,34.35
2023-02-09,2023,40,48.58
2023-02-10,2023,41,44.27
2023-02-11,2023,42,128.0
2023-02-12,2023,43,46.66
2023-02-13,2023,44,28.36
2023-02-14,2023,45,114.71
2023-02-15,2023,46,21.1
2023-02-16,2023,47,41.92
2023-02-17,2023,48,53.07
2023-02-18,2023,49,48.19
2023-02-19,2023,50,52.97
2023-02-20,2023,51,41.72
2023-02-21,2023,52,43.6
2023-02-22,2023,53,80.31
2023-02-23,2023,54,28.2
2023-02-24,2023,55,37.6
2023-02-25,2023,56,149.95
2023-02-26,2023,57,123.8
2023-02-27,2023,58,91.37
2023-02-28,2023,59,36.28
2023-03-01,2023,60,32.76
2023-03-02,2023,61,24.21
